,player_id,player_name,club,birthday,age,foot,position_id,squad_num,total_xG,pen_attempts,total_xA,total_xG+xA,goals,xG_goal_diff,xG+xA/90,transfer_value(USD),total_minutes_played
37,85311.0,Lucas Albertengo,Squad Club Estudiantes de La Plata,"Jan 30, 1991 (27)",27,right,Forward,7.0,2.17,0.0,0.25,2.42,1.0,-1.17,0.4,2.06,549.3
38,144.0,Carlos Tevez,Squad Club Atlético Boca Juniors,"Feb 5, 1984 (34)",34,right,Forward,32.0,2.16,0.0,1.49,3.65,3.0,0.84,0.5,2.86,651.87
39,77919.0,Gonzalo Martínez,Squad Club Atlético River Plate,"Jun 13, 1993 (25)",25,left,Midfielder,10.0,2.15,2.0,0.35,2.5,2.0,-0.15,0.7,17.14,321.7
40,209887.0,Gastón Verón,Squad Asociación Atlética Argentinos Juniors,"Apr 23, 2001 (17)",17,right,Forward,16.0,2.15,0.0,0.25,2.4,1.0,-1.15,0.37,,577.35
41,130207.0,Francisco Fydriszewski,Squad Club Atlético Newell's Old Boys,"Apr 13, 1993 (25)",25,both,Forward,9.0,2.14,0.0,1.21,3.35,3.0,0.86,1.27,0.23,238.3
42,618.0,Mauro Zárate,Squad Club Atlético Boca Juniors,"Mar 18, 1987 (31)",31,right,Forward,19.0,2.11,1.0,0.51,2.62,1.0,-1.11,0.35,2.29,674.9
43,37152.0,Rubén Botta,Squad Club Atlético San Lorenzo de Almagro,"Jan 31, 1990 (28)",28,left,Midfielder,19.0,2.1,1.0,0.63,2.73,2.0,-0.1,0.28,2.86,878.1
44,77944.0,Washington Camacho,Squad Club Atlético Rosario Central,"Apr 8, 1986 (32)",32,left,Midfielder,15.0,2.07,0.0,0.66,2.73,2.0,-0.07,0.25,0.57,976.53
45,89025.0,Fabián Noguera,Squad Club Estudiantes de La Plata,"Mar 20, 1993 (25)",25,right,Defender,18.0,2.05,0.0,0.66,2.71,2.0,-0.05,0.24,0.69,1034.87
46,177285.0,Matías Vargas,Squad Club Atlético Vélez Sarsfield,"May 8, 1997 (21)",21,right,Forward,26.0,2.0,1.0,0.55,2.55,2.0,0.0,0.21,10.29,1114.73
47,66503.0,Augusto Solari,Squad Racing Club,"Jan 3, 1992 (26)",26,right,Midfielder,18.0,1.98,0.0,1.43,3.41,3.0,1.02,0.4,4.0,773.95
48,31807.0,Mauro Matos,Squad Club Atlético Tucumán,"Aug 6, 1982 (36)",36,right,Forward,18.0,1.97,0.0,1.07,3.04,3.0,1.03,0.36,0.29,756.75
49,44918.0,Gabriel Carabajal,Squad Club Atlético Patronato de la Juventud Católica,"Dec 9, 1991 (26)",26,right,Midfielder,30.0,1.9,0.0,1.18,3.08,1.0,-0.9,0.25,0.57,1112.48
50,99085.0,Lucas Acevedo,Squad Club Atlético San Martín (Tucumán),"Nov 8, 1991 (27)",27,right,Defender,2.0,1.89,0.0,0.88,2.77,2.0,0.11,0.18,0.29,1350.0
51,44574.0,Marco Ruben,Squad Club Atlético Rosario Central,"Oct 26, 1986 (32)",32,right,Forward,9.0,1.88,0.0,0.58,2.46,0.0,-1.88,0.28,2.86,792.68
52,43746.0,Edwin Cardona,Squad Club Atlético Boca Juniors,"Dec 8, 1992 (25)",25,right,Midfielder,10.0,1.85,1.0,0.31,2.16,3.0,1.15,0.29,6.29,676.03
53,136659.0,Ángel González,Squad Club Deportivo Godoy Cruz Antonio Tomba,"May 16, 1994 (24)",24,right,Forward,8.0,1.85,0.0,0.84,2.69,5.0,3.15,0.26,2.86,913.78
54,84739.0,Braian Romero,Squad Club Atlético Independiente,"Jun 15, 1991 (27)",27,right,Forward,17.0,1.75,0.0,0.64,2.39,3.0,1.25,0.55,2.86,389.75
55,95766.0,Adrián Balboa,Squad Club Atlético Belgrano,"Jan 19, 1994 (24)",24,right,Forward,11.0,1.71,0.0,0.93,2.64,1.0,-0.71,0.39,0.86,605.65
56,119431.0,Matías Rojas,Squad Club Social y Deportivo Defensa y Justicia,"Nov 3, 1995 (23)",23,left,Midfielder,26.0,1.71,0.0,0.66,2.37,6.0,4.29,0.24,0.34,875.52
57,186085.0,Matías Zaracho,Squad Racing Club,"Mar 10, 1998 (20)",20,right,Midfielder,28.0,1.7,0.0,0.82,2.52,0.0,-1.7,0.27,4.0,828.37
58,68341.0,Diego Zabala,Squad Club Atlético Unión (Santa Fe),"Sep 19, 1991 (27)",27,right,Midfielder,11.0,1.69,0.0,1.02,2.71,3.0,1.31,0.2,2.29,1220.97
59,71946.0,Franco Fragapane,Squad Club Atlético Unión (Santa Fe),"Jun 2, 1993 (25)",25,right,Midfielder,7.0,1.69,0.0,0.57,2.26,2.0,0.31,0.2,1.14,1040.42
60,1325.0,Martín Bravo,Squad Club Atlético San Martín (SJ),"Sep 19, 1986 (32)",32,left,Forward,23.0,1.69,0.0,1.2,2.89,3.0,1.31,0.35,0.91,734.07
61,70297.0,Juan Ramírez,Squad Club Atlético Talleres,"May 25, 1993 (25)",25,left,Midfielder,20.0,1.63,1.0,0.29,1.92,1.0,-0.63,0.15,2.29,1174.6
62,8513.0,Lautaro Acosta,Squad Club Atlético Lanús,"Mar 14, 1988 (30)",30,right,Forward,7.0,1.59,0.0,0.6,2.19,1.0,-0.59,0.16,6.86,1223.97
63,184545.0,Jan Carlos Hurtado,Squad Club de Gimnasia y Esgrima La Plata,"Mar 5, 2000 (18)",18,right,Forward,17.0,1.59,0.0,0.84,2.43,0.0,-1.59,0.66,0.4,332.6
64,103537.0,David Barbona,Squad Club Atlético Tucumán,"Feb 22, 1995 (23)",23,right,Midfielder,19.0,1.55,0.0,0.69,2.24,2.0,0.45,0.32,2.29,624.3
65,81286.0,Guillermo Fernández,Squad Racing Club,"Oct 11, 1991 (27)",27,right,Midfielder,8.0,1.55,0.0,1.06,2.61,3.0,1.45,0.23,4.57,1035.43
66,68605.0,Lucas Menossi,Squad Club Atlético Tigre,"Jul 20, 1992 (26)",26,right,Midfielder,5.0,1.54,0.0,0.61,2.15,3.0,1.46,0.18,1.71,1098.88
67,72225.0,Andrés Chávez,Squad Club Atlético Huracán,"Mar 21, 1991 (27)",27,left,Forward,9.0,1.54,0.0,0.49,2.03,2.0,0.46,0.25,2.86,739.2
68,29128.0,Denis Stracqualursi,Squad Club Atlético Aldosivi,"Oct 20, 1987 (31)",31,right,Forward,22.0,1.49,0.0,0.8,2.29,1.0,-0.49,0.39,0.57,533.33
69,8611.0,Diego Vera,Squad Club Atlético Tigre,"Jan 5, 1985 (33)",33,right,Forward,19.0,1.47,0.0,0.44,1.91,2.0,0.53,0.27,0.86,633.2
70,89135.0,Gabriel Ávalos,Squad Club Deportivo Godoy Cruz Antonio Tomba,"Oct 12, 1990 (28)",28,right,Forward,9.0,1.44,0.0,0.58,2.02,2.0,0.56,0.99,0.23,184.28
71,131511.0,Francisco Illarregui,Squad Asociación Atlética Argentinos Juniors,"May 6, 1997 (21)",21,-,Forward,27.0,1.44,0.0,1.0,2.44,1.0,-0.44,0.57,0.17,386.5
72,118855.0,Nazareno Solís,Squad Club Atlético San Martín (SJ),"Apr 22, 1994 (24)",24,left,Forward,7.0,1.43,0.0,0.43,1.86,1.0,-0.43,0.28,0.69,597.05
73,214.0,Marcos Gelabert,Squad Club Atlético San Martín (SJ),"Sep 16, 1981 (37)",37,right,Midfielder,5.0,1.43,0.0,0.7,2.13,2.0,0.57,0.19,0.11,1001.82
74,81291.0,Diego Mendoza,Squad Club Atlético Huracán,"Sep 30, 1992 (26)",26,right,Forward,16.0,1.41,1.0,0.0,1.41,3.0,1.59,0.53,0.34,238.77
75,97738.0,Emanuel Brítez,Squad Club Atlético Independiente,"Mar 26, 1992 (26)",26,right,Defender,23.0,1.41,0.0,0.83,2.24,1.0,-0.41,0.22,1.14,928.82
76,17271.0,Diego Morales,Squad Club Atlético Tigre,"Nov 29, 1986 (32)",32,right,Midfielder,11.0,1.38,0.0,0.78,2.16,1.0,-0.38,0.21,0.86,921.98
77,185878.0,Juan Brunetta,Squad Club Atlético Belgrano,"May 12, 1997 (21)",21,left,Midfielder,17.0,1.37,0.0,0.55,1.92,1.0,-0.37,0.23,1.44,736.43
78,46638.0,Claudio Mosca,Squad Club Atlético San Martín (SJ),"Apr 2, 1991 (27)",27,left,Midfielder,10.0,1.37,0.0,0.16,1.53,0.0,-1.37,0.12,0.69,1146.3
79,52937.0,Luciano Pons,Squad Club Atlético San Martín (Tucumán),"Apr 18, 1990 (28)",28,right,Forward,27.0,1.37,0.0,0.74,2.11,2.0,0.63,0.4,,475.22
80,189736.0,Alexis Mac Allister,Squad Asociación Atlética Argentinos Juniors,"Dec 24, 1998 (19)",19,right,Midfielder,10.0,1.36,0.0,0.88,2.24,2.0,0.64,0.38,4.57,533.83
81,42505.0,Jhonathan Ramis,Squad Club Atlético Vélez Sarsfield,"Nov 6, 1989 (29)",29,right,Forward,11.0,1.35,0.0,0.46,1.81,1.0,-0.35,0.29,0.8,555.25
82,116885.0,Marcelino Moreno,Squad Club Atlético Lanús,"Jun 25, 1995 (23)",23,right,Midfielder,25.0,1.35,0.0,0.57,1.92,0.0,-1.35,0.19,1.14,928.57
83,16278.0,Renzo Vera,Squad Club Atlético Patronato de la Juventud Católica,"Jun 1, 1983 (35)",35,right,Defender,33.0,1.34,1.0,0.24,1.58,1.0,-0.34,0.15,0.2,928.52
84,112671.0,Rafael Borré,Squad Club Atlético River Plate,"Sep 15, 1995 (23)",23,right,Forward,19.0,1.33,0.0,0.09,1.42,2.0,0.67,0.29,3.43,446.5
85,54702.0,Rodrigo Mora,Squad Club Atlético River Plate,"Oct 29, 1987 (31)",31,right,Forward,7.0,1.31,0.0,0.66,1.97,2.0,0.69,0.51,2.01,348.97
86,19754.0,Enzo Kalinski,Squad Club Atlético Banfield,"Mar 10, 1987 (31)",31,right,Midfielder,23.0,1.31,0.0,0.78,2.09,2.0,0.69,0.17,0.91,1114.98
87,61919.0,Alberto Costa,Squad Club Atlético San Martín (Tucumán),"Jan 9, 1985 (33)",33,left,Midfielder,8.0,1.3,0.0,0.31,1.61,3.0,1.7,0.23,0.57,622.27
88,121814.0,Leonardo Heredia,Squad Club Atlético Colón,"Jan 11, 1996 (22)",22,right,Midfielder,21.0,1.3,0.0,0.56,1.86,4.0,2.7,0.2,0.06,845.87
89,175369.0,Franco Troyansky,Squad Club Atlético Unión (Santa Fe),"Jun 3, 1997 (21)",21,left,Forward,22.0,1.29,0.0,0.94,2.23,1.0,-0.29,0.34,1.44,590.58
90,122082.0,Franco Cristaldo,Squad Club Atlético San Martín (SJ),"Aug 15, 1996 (22)",22,right,Midfielder,32.0,1.28,0.0,1.05,2.33,0.0,-1.28,0.38,0.46,555.13
91,172675.0,Luciano Gómez,Squad Club Atlético Banfield,"Mar 22, 1996 (22)",22,right,Midfielder,24.0,1.27,0.0,0.22,1.49,1.0,-0.27,0.15,0.34,892.8
92,172730.0,Nicolás Leguizamón,Squad Club Atlético Colón,"Jan 26, 1995 (23)",23,right,Forward,9.0,1.25,0.0,0.86,2.11,0.0,-1.25,0.45,1.71,420.22
93,179961.0,Gonzalo Maroni,Squad Club Atlético Talleres,"Mar 18, 1999 (19)",19,right,Midfielder,10.0,1.25,0.0,0.1,1.35,2.0,0.75,0.15,0.86,816.38
94,94725.0,Horacio Tijanovich,Squad Club de Gimnasia y Esgrima La Plata,"Feb 28, 1996 (22)",22,right,Midfielder,11.0,1.24,0.0,0.65,1.89,0.0,-1.24,0.2,0.57,834.62
95,28146.0,Rolando García Guerreño,Squad Club Atlético Lanús,"Feb 10, 1990 (28)",28,right,Defender,23.0,1.22,0.0,0.42,1.64,0.0,-1.22,0.16,1.71,904.55
96,28126.0,Lucas Pratto,Squad Club Atlético River Plate,"Jun 4, 1988 (30)",30,right,Forward,27.0,1.19,0.0,0.57,1.76,0.0,-1.19,0.22,6.86,723.43
97,172756.0,Agustín Bouzat,Squad Club Atlético Vélez Sarsfield,"Mar 28, 1994 (24)",24,left,Forward,10.0,1.18,0.0,0.55,1.73,0.0,-1.18,0.15,2.01,1053.38
98,30012.0,Rodrigo Salinas,Squad Club Atlético Vélez Sarsfield,"Jun 4, 1986 (32)",32,right,Forward,9.0,1.18,0.0,0.25,1.43,2.0,0.82,0.45,0.46,286.95
99,58422.0,Diego Viera,Squad Club Deportivo Godoy Cruz Antonio Tomba,"Apr 30, 1991 (27)",27,right,Defender,5.0,1.17,1.0,0.12,1.29,1.0,-0.17,0.09,1.71,1260.0
100,33777.0,Fabricio Fontanini,Squad Club Atlético Newell's Old Boys,"Mar 30, 1990 (28)",28,right,Defender,24.0,1.17,0.0,0.19,1.36,2.0,0.83,0.1,0.69,1260.0
101,85349.0,Juan Ignacio Cavallaro,Squad Club Atlético Tigre,"Jun 28, 1994 (24)",24,right,Forward,15.0,1.16,0.0,0.21,1.37,2.0,0.84,0.24,1.44,515.98
102,215760.0,Matías Pellegrini,Squad Club Estudiantes de La Plata,"Mar 11, 2000 (18)",18,left,Forward,8.0,1.15,0.0,0.31,1.46,2.0,0.85,0.2,,652.45
103,166900.0,Nicolás De La Cruz,Squad Club Atlético River Plate,"Jun 1, 1997 (21)",21,right,Midfielder,11.0,1.15,0.0,0.65,1.8,1.0,-0.15,0.47,4.57,341.83
104,19622.0,Marcelo Estigarribia,Squad Club Atlético Colón,"Sep 21, 1987 (31)",31,left,Midfielder,28.0,1.15,0.0,0.39,1.54,1.0,-0.15,0.12,1.14,1152.07
105,40397.0,Matías Pisano,Squad Club Atlético Aldosivi,"Dec 13, 1991 (26)",26,left,Midfielder,10.0,1.14,0.0,0.57,1.71,3.0,1.86,0.17,1.44,894.13
106,37080.0,Leonardo Sigali,Squad Racing Club,"May 29, 1987 (31)",31,right,Defender,30.0,1.14,0.0,0.22,1.36,0.0,-1.14,0.1,3.43,1182.62
107,175890.0,Kevin Mac Allister,Squad Asociación Atlética Argentinos Juniors,"Nov 7, 1997 (21)",21,right,Defender,4.0,1.13,0.0,0.88,2.01,0.0,-1.13,0.25,1.71,735.25
108,70512.0,Matías García,Squad Club Atlético San Martín (Tucumán),"Oct 22, 1991 (27)",27,left,Midfielder,10.0,1.13,0.0,0.38,1.51,1.0,-0.13,0.1,0.2,1350.0
109,29345.0,Fernando Telechea,Squad Club Atlético Aldosivi,"Oct 6, 1981 (37)",37,right,Forward,9.0,1.13,0.0,0.64,1.77,0.0,-1.13,0.36,0.23,444.2
110,77892.0,Joel Amoroso,Squad Club Atlético Newell's Old Boys,"Jan 8, 1988 (30)",30,right,Midfielder,15.0,1.12,0.0,0.47,1.59,0.0,-1.12,0.2,0.46,719.62
111,199230.0,Ignacio Huguenet,Squad Club Social y Deportivo Defensa y Justicia,"May 5, 1998 (20)",20,right,Forward,30.0,1.12,0.0,0.7,1.82,0.0,-1.12,0.37,,444.9
112,49584.0,Gervasio Núñez,Squad Club Atlético Tucumán,"Jan 29, 1988 (30)",30,left,Midfielder,10.0,1.12,0.0,0.32,1.44,0.0,-1.12,0.19,1.14,682.8
113,193955.0,Nicolás Domínguez,Squad Club Atlético Vélez Sarsfield,"Jun 28, 1998 (20)",20,right,Midfielder,28.0,1.12,0.0,0.22,1.34,2.0,0.88,0.1,4.57,1224.6
114,3116.0,Carlos Luna,Squad Club Atlético Tigre,"Jan 17, 1982 (36)",36,right,Forward,7.0,1.12,0.0,0.37,1.49,1.0,-0.12,0.86,0.34,155.38
115,70402.0,,Squad Club Atlético Banfield,"Jan 24, 1990 (28)",28,right,Forward,34.0,1.09,0.0,0.27,1.36,0.0,-1.09,0.13,0.31,938.73
116,16271.0,Alexis Niz,Squad Club Atlético Tigre,"May 17, 1988 (30)",30,right,Defender,4.0,1.09,0.0,0.48,1.57,0.0,-1.09,0.32,0.34,446.83
117,1692.0,Mariano González,Squad Club Atlético Colón,"May 5, 1981 (37)",37,right,Midfielder,15.0,1.07,0.0,0.91,1.98,0.0,-1.07,0.47,0.17,375.63
118,99008.0,Andrés Roa,Squad Club Atlético Huracán,"Apr 17, 1993 (25)",25,right,Midfielder,10.0,1.06,0.0,0.38,1.44,3.0,1.94,0.21,0.34,624.67
119,65598.0,Lorenzo Faravelli,Squad Club de Gimnasia y Esgrima La Plata,"Mar 29, 1993 (25)",25,right,Midfielder,8.0,1.05,0.0,0.22,1.27,1.0,-0.05,0.13,0.91,856.47
120,158998.0,Jalil Elías,Squad Club Deportivo Godoy Cruz Antonio Tomba,"Apr 25, 1996 (22)",22,right,Midfielder,10.0,1.04,0.0,0.73,1.77,0.0,-1.04,0.13,0.97,1235.27
121,17376.0,Jonathan Sandoval,Squad Asociación Atlética Argentinos Juniors,"Jun 25, 1987 (31)",31,right,Defender,15.0,1.03,0.0,0.62,1.65,0.0,-1.03,0.14,0.34,1069.78
122,63200.0,Ezequiel Rescaldani,Squad Club Atlético Patronato de la Juventud Católica,"Jun 11, 1992 (26)",26,right,Forward,29.0,1.02,0.0,0.7,1.72,0.0,-1.02,0.33,0.57,476.05
123,199203.0,Francisco Apaolaza,Squad Club Estudiantes de La Plata,"Jun 19, 1997 (21)",21,right,Forward,19.0,1.01,0.0,0.0,1.01,1.0,-0.01,0.15,0.17,624.37
124,79877.0,Martín Benítez,Squad Club Atlético Independiente,"Jun 17, 1994 (24)",24,right,Forward,7.0,1.01,0.0,0.46,1.47,2.0,0.99,0.23,6.86,578.98
125,31207.0,Damián Martínez,Squad Club Atlético Unión (Santa Fe),"Jan 31, 1990 (28)",28,right,Defender,4.0,1.01,0.0,0.61,1.62,2.0,0.99,0.12,0.46,1170.0
126,16283.0,Ignacio Canuto,Squad Club Atlético Tigre,"Feb 20, 1986 (32)",32,right,Defender,6.0,1.0,0.0,0.77,1.77,0.0,-1.0,0.14,0.4,1170.0
127,8904.0,Silvio Romero,Squad Club Atlético Independiente,"Jul 22, 1988 (30)",30,right,Midfielder,18.0,1.0,0.0,0.6,1.6,2.0,1.0,0.23,4.0,614.67
128,49043.0,Raúl Bobadilla,Squad Asociación Atlética Argentinos Juniors,"Jun 18, 1987 (31)",31,right,Forward,25.0,0.97,0.0,0.14,1.11,0.0,-0.97,0.15,2.01,651.82
129,52684.0,Carlos Auzqui,Squad Club Atlético Huracán,"Sep 18, 1991 (27)",27,right,Forward,11.0,0.97,0.0,0.66,1.63,1.0,0.03,0.22,2.29,669.57
130,172760.0,Lisandro Martínez,Squad Club Social y Deportivo Defensa y Justicia,"Jan 18, 1998 (20)",20,left,Defender,24.0,0.97,0.0,0.66,1.63,2.0,1.03,0.12,2.29,1211.43
131,147570.0,Tomás Cardona,Squad Club Deportivo Godoy Cruz Antonio Tomba,"Oct 10, 1995 (23)",23,left,Defender,6.0,0.97,0.0,0.25,1.22,1.0,0.03,0.09,3.43,1260.0
132,64709.0,Matías Garrido,Squad Club Atlético Patronato de la Juventud Católica,"Feb 2, 1986 (32)",32,right,Midfielder,10.0,0.96,0.0,0.13,1.09,1.0,0.04,0.26,0.23,378.17
133,69105.0,Miguel Araujo,Squad Club Atlético Talleres,"Oct 24, 1994 (24)",24,right,Defender,4.0,0.96,0.0,0.37,1.33,0.0,-0.96,0.16,0.57,765.0
134,111421.0,Cristian Pavón,Squad Club Atlético Boca Juniors,"Jan 21, 1996 (22)",22,right,Forward,7.0,0.95,0.0,0.45,1.4,2.0,1.05,0.23,22.86,553.93
135,85272.0,Rodrigo Aliendro,Squad Club Atlético Tucumán,"Feb 16, 1991 (27)",27,right,Midfielder,29.0,0.95,0.0,0.27,1.22,4.0,3.05,0.11,0.86,1026.72
136,2439.0,Juan Fernando Quintero,Squad Club Atlético River Plate,"Jan 18, 1993 (25)",25,left,Midfielder,8.0,0.94,0.0,0.68,1.62,1.0,0.06,0.32,7.43,459.72
137,85466.0,Maximiliano Meza,Squad Club Atlético Independiente,"Jan 15, 1992 (26)",26,right,Midfielder,8.0,0.94,0.0,0.34,1.28,1.0,0.06,0.12,16.0,939.1
138,186030.0,Emiliano Purita,Squad Club Atlético San Martín (Tucumán),"Mar 25, 1997 (21)",21,right,Midfielder,30.0,0.94,0.0,0.35,1.29,0.0,-0.94,0.15,0.23,759.05
139,66596.0,Gustavo Villarruel,Squad Club Atlético San Martín (SJ),"Apr 2, 1992 (26)",26,right,Forward,27.0,0.94,0.0,0.09,1.03,1.0,0.06,0.17,0.4,545.63
140,85468.0,Erik Godoy,Squad Club Atlético Colón,"Aug 16, 1993 (25)",25,right,Defender,27.0,0.94,0.0,0.5,1.44,0.0,-0.94,0.14,1.71,935.35
