,player_id,player_name,club,birthday,age,foot,squad_num,total_xG,total_xA,total_xG+xA,goals,xG+xA/90,transfer_value(USD),total_minutes_played
31,31807.0,Mauro Matos,Squad Club Atlético Tucumán,"Aug 6, 1982 (36)",36,right,18.0,2.3299999237060547,1.17,3.5,3.0,0.4514295268349774,0.29,697.7833333333334
32,163041.0,Alexander Barboza,Squad Club Social y Deportivo Defensa y Justicia,"Mar 16, 1995 (23)",23,left,6.0,2.299999952316284,1.01,3.31,1.0,0.3486589290939237,2.86,854.4166666666666
33,17135.0,Matías Suárez,Squad Club Atlético Belgrano,"May 9, 1988 (30)",30,both,10.0,2.2899999618530273,1.29,3.58,1.0,0.34124126244439734,2.86,944.2
34,77944.0,Washington Camacho,Squad Club Atlético Rosario Central,"Apr 8, 1986 (32)",32,left,15.0,2.2899999618530273,0.58,2.87,2.0,0.2895415312184733,0.57,892.0999999999999
35,209887.0,Gastón Verón,Squad Asociación Atlética Argentinos Juniors,"Apr 23, 2001 (17)",17,right,16.0,2.2699999809265137,0.25,2.52,1.0,0.39282930631332813,,577.35
36,84739.0,Braian Romero,Squad Club Atlético Independiente,"Jun 15, 1991 (27)",27,right,17.0,2.259999990463257,0.96,3.22,3.0,1.043008817707396,2.86,277.85
37,117606.0,Junior Arias,Squad Club Atlético Talleres,"May 17, 1993 (25)",25,right,9.0,2.2300000190734863,0.78,3.01,3.0,0.33512020122881525,2.29,808.3666666666667
38,193168.0,Tomás Belmonte,Squad Club Atlético Lanús,"May 27, 1998 (20)",20,right,13.0,2.2200000286102295,1.32,3.54,2.0,0.295,0.46,1080.0
39,172801.0,Nahuel Bustos,Squad Club Atlético Talleres,"Jul 4, 1998 (20)",20,right,7.0,2.180000066757202,0.83,3.01,4.0,0.3921067232769643,0.06,690.8833333333333
40,99085.0,Lucas Acevedo,Squad Club Atlético San Martín (Tucumán),"Nov 8, 1991 (27)",27,right,2.0,2.1700000762939453,1.23,3.4,1.0,0.26153846153846155,0.29,1170.0
41,8611.0,Diego Vera,Squad Club Atlético Tigre,"Jan 5, 1985 (33)",33,right,19.0,2.1700000762939453,0.71,2.88,2.0,0.4119735099337748,0.86,629.1666666666667
42,77919.0,Gonzalo Martínez,Squad Club Atlético River Plate,"Jun 13, 1993 (25)",25,left,10.0,2.109999895095825,0.52,2.63,2.0,0.7357786757848928,17.14,321.7
43,1325.0,Martín Bravo,Squad Club Atlético San Martín (SJ),"Sep 19, 1986 (32)",32,left,23.0,2.0799999237060547,1.54,3.62,3.0,0.44382889837435296,0.91,734.0666666666666
44,118855.0,Nazareno Solís,Squad Club Atlético San Martín (SJ),"Apr 22, 1994 (24)",24,left,7.0,2.069999933242798,0.56,2.63,1.0,0.3964492086089942,0.69,597.0500000000001
45,44918.0,Gabriel Carabajal,Squad Club Atlético Patronato de la Juventud Católica,"Dec 9, 1991 (26)",26,right,30.0,2.009999990463257,1.07,3.08,1.0,0.26587377709572224,0.57,1042.6
46,55267.0,Fernando Gaibor,Squad Club Atlético Independiente,"Oct 8, 1991 (27)",27,right,10.0,2.0,0.31,2.31,2.0,0.2633256633805493,2.29,789.5166666666665
47,95766.0,Adrián Balboa,Squad Club Atlético Belgrano,"Jan 19, 1994 (24)",24,right,11.0,1.9900000095367432,1.18,3.17,1.0,0.47106414595888707,0.86,605.6500000000001
48,172730.0,Nicolás Leguizamón,Squad Club Atlético Colón,"Jan 26, 1995 (23)",23,right,9.0,1.9600000381469727,1.45,3.41,0.0,0.7303375242930235,1.71,420.2166666666667
49,177285.0,Matías Vargas,Squad Club Atlético Vélez Sarsfield,"May 8, 1997 (21)",21,right,26.0,1.909999966621399,0.43,2.34,2.0,0.20551688244096022,10.29,1024.7333333333333
50,131511.0,Francisco Illarregui,Squad Asociación Atlética Argentinos Juniors,"May 6, 1997 (21)",21,-,27.0,1.899999976158142,1.35,3.25,1.0,0.7567917205692108,0.17,386.5
51,43746.0,Edwin Cardona,Squad Club Atlético Boca Juniors,"Dec 8, 1992 (25)",25,right,10.0,1.8899999856948853,0.34,2.23,2.0,0.31365092595004296,6.29,639.8833333333333
52,39578.0,Lucas Gamba,Squad Club Atlético Huracán,"Jun 24, 1987 (31)",31,right,21.0,1.8899999856948853,1.14,3.03,4.0,0.3303785966683493,2.01,825.4166666666666
53,72225.0,Andrés Chávez,Squad Club Atlético Huracán,"Mar 21, 1991 (27)",27,left,9.0,1.8600000143051147,0.6,2.46,2.0,0.33716591791669837,2.86,656.65
54,175369.0,Franco Troyansky,Squad Club Atlético Unión (Santa Fe),"Jun 3, 1997 (21)",21,left,22.0,1.840000033378601,1.4,3.24,1.0,0.49374911810357003,1.44,590.5833333333333
55,186085.0,Matías Zaracho,Squad Racing Club,"Mar 10, 1998 (20)",20,right,28.0,1.8200000524520874,0.93,2.75,0.0,0.34961742201294876,4.0,707.9166666666667
56,17090.0,Mauro Formica,Squad Club Atlético Newell's Old Boys,"Apr 4, 1988 (30)",30,right,33.0,1.809999942779541,0.68,2.49,1.0,0.339134382566586,2.06,660.8
57,81286.0,Guillermo Fernández,Squad Racing Club,"Oct 11, 1991 (27)",27,right,8.0,1.7400000095367432,1.22,2.96,3.0,0.3114211121069243,4.57,855.4333333333334
58,89135.0,Gabriel Ávalos,Squad Club Deportivo Godoy Cruz Antonio Tomba,"Oct 12, 1990 (28)",28,right,9.0,1.7300000190734863,0.7,2.43,2.0,1.4235192015621607,0.23,153.63333333333335
59,89025.0,Fabián Noguera,Squad Club Estudiantes de La Plata,"Mar 20, 1993 (25)",25,right,18.0,1.7100000381469727,0.6,2.31,2.0,0.24319582001091786,0.69,854.8666666666667
60,185878.0,Juan Brunetta,Squad Club Atlético Belgrano,"May 12, 1997 (21)",21,left,17.0,1.7000000476837158,0.76,2.46,1.0,0.3058926474313215,1.44,723.7833333333333
61,103537.0,David Barbona,Squad Club Atlético Tucumán,"Feb 22, 1995 (23)",23,right,19.0,1.690000057220459,0.5,2.19,1.0,0.3495300585210144,2.29,563.9
62,68605.0,Lucas Menossi,Squad Club Atlético Tigre,"Jul 20, 1992 (26)",26,right,5.0,1.6200000047683716,0.58,2.2,3.0,0.21547893276259225,1.71,918.8833333333334
63,136659.0,Ángel González,Squad Club Deportivo Godoy Cruz Antonio Tomba,"May 16, 1994 (24)",24,right,8.0,1.600000023841858,0.56,2.16,3.0,0.26492833942807825,2.86,733.7833333333333
64,8907.0,Federico González,Squad Club Atlético Tigre,"Jan 6, 1987 (31)",31,right,9.0,1.559999942779541,0.42,1.98,3.0,0.3030955890690554,0.91,587.9333333333334
65,70297.0,Juan Ramírez,Squad Club Atlético Talleres,"May 25, 1993 (25)",25,left,20.0,1.5499999523162842,0.36,1.91,1.0,0.16535205848403234,2.29,1039.6
66,19754.0,Enzo Kalinski,Squad Club Atlético Banfield,"Mar 10, 1987 (31)",31,right,23.0,1.5499999523162842,1.01,2.56,2.0,0.24642150483965844,0.91,934.9833333333333
67,94725.0,Horacio Tijanovich,Squad Club de Gimnasia y Esgrima La Plata,"Feb 28, 1996 (22)",22,right,11.0,1.5499999523162842,0.72,2.27,0.0,0.24478303412744376,0.57,834.6166666666667
68,172756.0,Agustín Bouzat,Squad Club Atlético Vélez Sarsfield,"Mar 28, 1994 (24)",24,left,10.0,1.5199999809265137,0.62,2.14,0.0,0.19992041935539678,2.01,963.3833333333333
69,68341.0,Diego Zabala,Squad Club Atlético Unión (Santa Fe),"Sep 19, 1991 (27)",27,right,11.0,1.5199999809265137,0.99,2.51,3.0,0.21164896939412867,2.29,1067.3333333333333
70,119431.0,Matías Rojas,Squad Club Social y Deportivo Defensa y Justicia,"Nov 3, 1995 (23)",23,left,26.0,1.4900000095367432,0.55,2.04,5.0,0.2583368509919797,0.34,710.7
71,49584.0,Gervasio Núñez,Squad Club Atlético Tucumán,"Jan 29, 1988 (30)",30,left,10.0,1.4800000190734863,0.39,1.87,0.0,0.24648506151142358,1.14,682.8
72,42505.0,Jhonathan Ramis,Squad Club Atlético Vélez Sarsfield,"Nov 6, 1989 (29)",29,right,11.0,1.4600000381469727,0.42,1.88,1.0,0.3415651705807146,0.8,495.3666666666667
73,28126.0,Lucas Pratto,Squad Club Atlético River Plate,"Jun 4, 1988 (30)",30,right,27.0,1.4600000381469727,0.71,2.17,0.0,0.26996267797078743,6.86,723.4333333333333
74,30012.0,Rodrigo Salinas,Squad Club Atlético Vélez Sarsfield,"Jun 4, 1986 (32)",32,right,9.0,1.440000057220459,0.31,1.75,2.0,0.5605647170482856,0.46,280.9666666666667
75,44574.0,Marco Ruben,Squad Club Atlético Rosario Central,"Oct 26, 1986 (32)",32,right,9.0,1.4299999475479126,0.48,1.91,0.0,0.2446336661843884,2.86,702.6833333333334
76,54702.0,Rodrigo Mora,Squad Club Atlético River Plate,"Oct 29, 1987 (31)",31,right,7.0,1.4199999570846558,0.57,1.99,2.0,0.513229534817079,2.01,348.9666666666667
77,29128.0,Denis Stracqualursi,Squad Club Atlético Aldosivi,"Oct 20, 1987 (31)",31,right,22.0,1.3899999856948853,0.7,2.09,1.0,0.35268749999999993,0.57,533.3333333333334
78,122082.0,Franco Cristaldo,Squad Club Atlético San Martín (SJ),"Aug 15, 1996 (22)",22,right,32.0,1.3799999952316284,1.1,2.48,0.0,0.45364316926933373,0.46,492.01666666666665
79,121814.0,Leonardo Heredia,Squad Club Atlético Colón,"Jan 11, 1996 (22)",22,right,21.0,1.3799999952316284,0.46,1.84,3.0,0.20677599267460253,0.06,800.8666666666666
80,193955.0,Nicolás Domínguez,Squad Club Atlético Vélez Sarsfield,"Jun 28, 1998 (20)",20,right,28.0,1.3600000143051147,0.29,1.65,2.0,0.13088313061872026,4.57,1134.6
81,71946.0,Franco Fragapane,Squad Club Atlético Unión (Santa Fe),"Jun 2, 1993 (25)",25,right,7.0,1.350000023841858,0.23,1.58,2.0,0.16526876513317193,1.14,860.4166666666666
82,40397.0,Matías Pisano,Squad Club Atlético Aldosivi,"Dec 13, 1991 (26)",26,left,10.0,1.350000023841858,0.55,1.9,3.0,0.21265130160835682,1.44,804.1333333333333
83,77892.0,Joel Amoroso,Squad Club Atlético Newell's Old Boys,"Jan 8, 1988 (30)",30,right,15.0,1.3300000429153442,0.46,1.79,0.0,0.22386918961484123,0.46,719.6166666666667
84,189736.0,Alexis Mac Allister,Squad Asociación Atlética Argentinos Juniors,"Dec 24, 1998 (19)",19,right,10.0,1.3300000429153442,0.84,2.17,1.0,0.425412960609911,4.57,459.08333333333337
85,69105.0,Miguel Araujo,Squad Club Atlético Talleres,"Oct 24, 1994 (24)",24,right,4.0,1.3200000524520874,0.49,1.81,0.0,0.24133333333333334,0.57,675.0
86,179961.0,Gonzalo Maroni,Squad Club Atlético Talleres,"Mar 18, 1999 (19)",19,right,10.0,1.3200000524520874,0.13,1.45,2.0,0.19154557463672392,0.86,681.3
87,147570.0,Tomás Cardona,Squad Club Deportivo Godoy Cruz Antonio Tomba,"Oct 10, 1995 (23)",23,left,6.0,1.309999942779541,0.39,1.7,1.0,0.14166666666666666,3.43,1080.0
88,85349.0,Juan Ignacio Cavallaro,Squad Club Atlético Tigre,"Jun 28, 1994 (24)",24,right,15.0,1.2899999618530273,0.27,1.56,2.0,0.28743005322778764,1.44,488.4666666666667
89,199230.0,Ignacio Huguenet,Squad Club Social y Deportivo Defensa y Justicia,"May 5, 1998 (20)",20,right,30.0,1.2899999618530273,0.77,2.06,0.0,0.5351679014721447,,346.4333333333334
90,175890.0,Kevin Mac Allister,Squad Asociación Atlética Argentinos Juniors,"Nov 7, 1997 (21)",21,right,4.0,1.2899999618530273,0.9,2.19,0.0,0.27375,1.71,720.0
91,70018.0,Nicolás Royón,Squad Club Atlético Patronato de la Juventud Católica,"Jan 28, 1991 (27)",27,right,32.0,1.2899999618530273,0.78,2.07,0.0,0.3098372924577986,0.34,601.2833333333333
92,29345.0,Fernando Telechea,Squad Club Atlético Aldosivi,"Oct 6, 1981 (37)",37,right,9.0,1.2799999713897705,0.72,2.0,0.0,0.40522287257991896,0.23,444.2
93,81291.0,Diego Mendoza,Squad Club Atlético Huracán,"Sep 30, 1992 (26)",26,right,16.0,1.2699999809265137,0.0,1.27,3.0,0.4787100376937038,0.34,238.76666666666665
94,123767.0,Victorio Ramis,Squad Club Deportivo Godoy Cruz Antonio Tomba,"Jul 7, 1994 (24)",24,right,11.0,1.2699999809265137,0.55,1.82,0.0,0.3865486725663717,3.15,423.75
95,99008.0,Andrés Roa,Squad Club Atlético Huracán,"Apr 17, 1993 (25)",25,right,10.0,1.2599999904632568,0.45,1.71,3.0,0.24637139807897543,0.34,624.6666666666667
96,199203.0,Francisco Apaolaza,Squad Club Estudiantes de La Plata,"Jun 19, 1997 (21)",21,right,19.0,1.25,0.0,1.25,1.0,0.183953779909522,0.17,611.5666666666666
97,8904.0,Silvio Romero,Squad Club Atlético Independiente,"Jul 22, 1988 (30)",30,right,18.0,1.25,0.8,2.05,2.0,0.38591598396374405,4.0,478.08333333333337
98,162738.0,Lucas Rodríguez,Squad Club Estudiantes de La Plata,"Apr 27, 1997 (21)",21,right,9.0,1.2300000190734863,0.39,1.62,0.0,0.13617471708099188,3.43,1070.6833333333334
99,65598.0,Lorenzo Faravelli,Squad Club de Gimnasia y Esgrima La Plata,"Mar 29, 1993 (25)",25,right,8.0,1.2200000286102295,0.23,1.45,1.0,0.15237020316027086,0.91,856.4666666666667
100,70512.0,Matías García,Squad Club Atlético San Martín (Tucumán),"Oct 22, 1991 (27)",27,left,10.0,1.2200000286102295,0.3,1.52,1.0,0.11692307692307692,0.2,1170.0
101,49043.0,Raúl Bobadilla,Squad Asociación Atlética Argentinos Juniors,"Jun 18, 1987 (31)",31,right,25.0,1.2100000381469727,0.15,1.36,0.0,0.2158857075665824,2.01,566.9666666666667
102,19622.0,Marcelo Estigarribia,Squad Club Atlético Colón,"Sep 21, 1987 (31)",31,left,28.0,1.2100000381469727,0.43,1.64,1.0,0.1426086956521739,1.14,1035.0
103,33777.0,Fabricio Fontanini,Squad Club Atlético Newell's Old Boys,"Mar 30, 1990 (28)",28,right,24.0,1.190000057220459,0.23,1.42,2.0,0.11833333333333333,0.69,1080.0
104,16278.0,Renzo Vera,Squad Club Atlético Patronato de la Juventud Católica,"Jun 1, 1983 (35)",35,right,33.0,1.190000057220459,0.2,1.39,1.0,0.14919202560076325,0.2,838.5166666666667
105,111421.0,Cristian Pavón,Squad Club Atlético Boca Juniors,"Jan 21, 1996 (22)",22,right,7.0,1.1799999475479126,0.48,1.66,2.0,0.2697075460344205,22.86,553.9333333333334
106,166900.0,Nicolás De La Cruz,Squad Club Atlético River Plate,"Jun 1, 1997 (21)",21,right,11.0,1.1799999475479126,0.74,1.92,1.0,0.6861681005956319,4.57,251.83333333333334
107,39796.0,Federico Lértora,Squad Club Atlético Belgrano,"Jul 1, 1990 (28)",28,right,14.0,1.1699999570846558,0.24,1.41,0.0,0.1175,1.44,1080.0
108,97738.0,Emanuel Brítez,Squad Club Atlético Independiente,"Mar 26, 1992 (26)",26,right,23.0,1.1699999570846558,0.66,1.83,1.0,0.2199470275323288,1.14,748.8166666666667
109,63200.0,Ezequiel Rescaldani,Squad Club Atlético Patronato de la Juventud Católica,"Jun 11, 1992 (26)",26,right,29.0,1.159999966621399,0.72,1.88,0.0,0.3554248503308476,0.57,476.05
110,34544.0,Emmanuel Mas,Squad Club Atlético Boca Juniors,"Jan 15, 1989 (29)",29,left,3.0,1.159999966621399,0.77,1.93,0.0,0.21444444444444444,2.86,810.0
111,116885.0,Marcelino Moreno,Squad Club Atlético Lanús,"Jun 25, 1995 (23)",23,right,25.0,1.149999976158142,0.56,1.71,0.0,0.2179989612351858,1.14,705.9666666666667
112,29111.0,Jonatan Schunke,Squad Club Estudiantes de La Plata,"Feb 22, 1987 (31)",31,right,6.0,1.1399999856948853,0.32,1.46,0.0,0.13272727272727272,2.06,990.0
113,204671.0,Tomás Chancalay,Squad Club Atlético Colón,"Jan 1, 1999 (19)",19,right,12.0,1.1399999856948853,0.47,1.61,2.0,0.27418083194045856,3.15,528.4833333333333
114,17271.0,Diego Morales,Squad Club Atlético Tigre,"Nov 29, 1986 (32)",32,right,11.0,1.1200000047683716,0.55,1.67,1.0,0.20256519688223007,0.86,741.9833333333333
115,215760.0,Matías Pellegrini,Squad Club Estudiantes de La Plata,"Mar 11, 2000 (18)",18,left,8.0,1.1100000143051147,0.27,1.38,2.0,0.22917243288126207,,541.95
116,60730.0,Gastón Giménez,Squad Club Atlético Vélez Sarsfield,"Jul 27, 1991 (27)",27,left,30.0,1.100000023841858,0.94,2.04,0.0,0.16298992409782945,2.29,1126.45
117,214.0,Marcos Gelabert,Squad Club Atlético San Martín (SJ),"Sep 16, 1981 (37)",37,right,5.0,1.100000023841858,0.49,1.59,2.0,0.16860419448590055,0.11,848.7333333333333
118,37152.0,Rubén Botta,Squad Club Atlético San Lorenzo de Almagro,"Jan 31, 1990 (28)",28,left,19.0,1.090000033378601,0.61,1.7,1.0,0.2191663085517834,2.86,698.1
119,2439.0,Juan Fernando Quintero,Squad Club Atlético River Plate,"Jan 18, 1993 (25)",25,left,8.0,1.090000033378601,0.82,1.91,1.0,0.37392596889388385,7.43,459.7166666666667
120,47487.0,Facundo Erpen,Squad Club Atlético San Martín (SJ),"May 19, 1983 (35)",35,right,3.0,1.0700000524520874,0.3,1.37,1.0,0.22833333333333336,0.91,540.0
121,15339.0,Sebastián Prediger,Squad Club Atlético Tigre,"Sep 4, 1986 (32)",32,right,21.0,1.0499999523162842,0.71,1.76,0.0,0.16556625960315663,0.23,956.7166666666667
122,220307.0,Pedro de la Vega,Squad Club Atlético Lanús,"Feb 7, 2001 (17)",17,right,39.0,1.0299999713897705,0.65,1.68,0.0,0.3998237108858528,,378.16666666666663
123,184545.0,Jan Carlos Hurtado,Squad Club de Gimnasia y Esgrima La Plata,"Mar 5, 2000 (18)",18,right,17.0,1.0299999713897705,0.71,1.74,0.0,0.6455070074196207,0.4,242.6
124,163302.0,Mauro Pittón,Squad Club Atlético Unión (Santa Fe),"Aug 8, 1994 (24)",24,right,30.0,1.0199999809265137,0.0,1.02,1.0,0.10575833797354121,2.29,868.0166666666667
125,46638.0,Claudio Mosca,Squad Club Atlético San Martín (SJ),"Apr 2, 1991 (27)",27,left,10.0,1.0099999904632568,0.18,1.19,0.0,0.110835144365104,0.69,966.3
126,64709.0,Matías Garrido,Squad Club Atlético Patronato de la Juventud Católica,"Feb 2, 1986 (32)",32,right,10.0,1.0099999904632568,0.13,1.14,1.0,0.2784764317379896,0.23,368.4333333333334
127,24363.0,Alfonso Parot,Squad Club Atlético Rosario Central,"Oct 15, 1989 (29)",29,left,24.0,1.0099999904632568,0.26,1.27,0.0,0.10583333333333333,1.14,1080.0
128,172675.0,Luciano Gómez,Squad Club Atlético Banfield,"Mar 22, 1996 (22)",22,right,24.0,1.0099999904632568,0.14,1.15,1.0,0.15247495580436063,0.34,678.8
129,52418.0,Gonzalo Rodríguez,Squad Club Atlético San Martín (Tucumán),"Sep 18, 1990 (28)",28,right,7.0,1.0,0.39,1.39,0.0,0.2000266489007328,,625.4166666666667
130,31207.0,Damián Martínez,Squad Club Atlético Unión (Santa Fe),"Jan 31, 1990 (28)",28,right,4.0,1.0,0.69,1.69,2.0,0.15363636363636363,0.46,990.0
131,1692.0,Mariano González,Squad Club Atlético Colón,"May 5, 1981 (37)",37,right,15.0,0.9900000095367432,0.84,1.83,0.0,0.4384594906380335,0.17,375.6333333333333
132,30105.0,Walter Andrade,Squad Club Atlético Patronato de la Juventud Católica,"Dec 1, 1984 (34)",34,right,2.0,0.9800000190734863,0.31,1.29,0.0,0.19463537300922046,0.17,596.5
133,130207.0,Francisco Fydriszewski,Squad Club Atlético Newell's Old Boys,"Apr 13, 1993 (25)",25,both,9.0,0.9700000286102295,0.2,1.17,1.0,1.2946721311475409,0.23,81.33333333333334
134,1080.0,Gonzalo Rodríguez,Squad Club Atlético San Lorenzo de Almagro,"Apr 10, 1984 (34)",34,right,2.0,0.9599999785423279,0.58,1.54,1.0,0.25666666666666665,0.57,540.0
135,657.0,Ignacio Scocco,Squad Club Atlético River Plate,"May 29, 1985 (33)",33,right,32.0,0.9599999785423279,0.13,1.09,2.0,0.37072494803804246,4.57,264.6166666666667
136,60772.0,Lisandro Magallán,Squad Club Atlético Boca Juniors,"Sep 27, 1993 (25)",25,right,6.0,0.949999988079071,0.16,1.11,1.0,0.17329709725916503,5.14,576.4666666666667
137,60771.0,Juan Garro,Squad Club Atlético Huracán,"Nov 24, 1992 (26)",26,left,24.0,0.9399999976158142,0.61,1.55,1.0,0.3730278990997415,4.0,373.9666666666667
138,120432.0,Andrés Cubas,Squad Club Atlético Talleres,"May 22, 1996 (22)",22,right,8.0,0.9300000071525574,0.19,1.12,1.0,0.11436135009927202,2.51,881.4166666666666
139,86727.0,Rodrigo Gómez,Squad Club Atlético Unión (Santa Fe),"Jan 2, 1993 (25)",25,right,10.0,0.9300000071525574,0.54,1.47,0.0,0.3774607703281026,1.14,350.50000000000006
140,8513.0,Lautaro Acosta,Squad Club Atlético Lanús,"Mar 14, 1988 (30)",30,right,7.0,0.9300000071525574,0.39,1.32,0.0,0.1247309570056171,6.86,952.45
141,85272.0,Rodrigo Aliendro,Squad Club Atlético Tucumán,"Feb 16, 1991 (27)",27,right,29.0,0.9100000262260437,0.33,1.24,4.0,0.11913954771097628,0.86,936.7166666666667
142,89000.0,Lautaro Comas,Squad Club Atlético Patronato de la Juventud Católica,"Jan 15, 1995 (23)",23,-,7.0,0.9100000262260437,0.48,1.39,0.0,0.1783490947108302,0.17,701.4333333333333
