,player_id,player_name,club,birthday,age,foot,position_id,squad_num,total_xG,pen_attempts,total_xA,total_xG+xA,goals,xG_goal_diff,xG+xA/90,transfer_value(USD),total_minutes_played
12,3148.0,Santiago Silva,Squad Club de Gimnasia y Esgrima La Plata,"Dec 9, 1980 (37)",37,right,Forward,9.0,3.9000000953674316,1.0,2.55,6.45,4.0,0.1,0.54,0.34,1071.9
13,135386.0,Leonardo Sequeira,Squad Club Atlético Belgrano,"Apr 26, 1995 (23)",23,right,Forward,26.0,3.8399999141693115,2.0,0.4,4.24,2.0,-1.84,0.38,1.71,1000.88
14,193188.0,Gastón Togni,Squad Club Social y Deportivo Defensa y Justicia,"Sep 20, 1997 (21)",21,left,Midfielder,7.0,3.4600000381469727,0.0,1.15,4.61,3.0,-0.46,0.37,0.17,1115.33
15,30266.0,Cristian Chávez,Squad Club Atlético Aldosivi,"Jun 4, 1987 (31)",31,right,Forward,11.0,3.450000047683716,1.0,0.91,4.36,5.0,1.55,0.36,0.57,1088.27
16,17266.0,Mauricio Sperduti,Squad Club Atlético Patronato de la Juventud Católica,"Feb 16, 1986 (32)",32,right,Midfielder,14.0,3.440000057220459,2.0,0.75,4.19,3.0,-0.44,0.35,0.57,1071.05
17,9146.0,Germán Herrera,Squad Club Atlético Rosario Central,"Jul 19, 1983 (35)",35,right,Forward,17.0,3.369999885559082,0.0,2.65,6.02,2.0,-1.37,1.19,0.34,457.05
18,172565.0,Nicolás Reniero,Squad Club Atlético San Lorenzo de Almagro,"Mar 18, 1995 (23)",23,right,Forward,15.0,3.2899999618530273,0.0,2.13,5.42,3.0,-0.29,0.46,2.29,1057.33
19,87323.0,Ricardo Centurión,Squad Racing Club,"Jan 19, 1993 (25)",25,right,Forward,10.0,3.1600000858306885,1.0,1.31,4.47,3.0,-0.16,0.51,5.71,787.35
20,114108.0,Nicolás Fernández,Squad Club Social y Deportivo Defensa y Justicia,"Feb 8, 1996 (22)",22,right,Forward,29.0,3.1500000953674316,0.0,1.78,4.93,4.0,0.85,0.43,3.43,1023.72
21,47913.0,Javier Correa,Squad Club Atlético Colón,"Oct 23, 1992 (26)",26,right,Forward,11.0,3.109999895095825,1.0,0.36,3.47,3.0,-0.11,0.29,4.57,1062.7
22,8907.0,Federico González,Squad Club Atlético Tigre,"Jan 6, 1987 (31)",31,right,Forward,9.0,3.0299999713897705,0.0,0.67,3.7,4.0,0.97,0.45,0.91,744.9
23,36681.0,Víctor Figueroa,Squad Club Atlético Newell's Old Boys,"Sep 29, 1983 (35)",35,right,Midfielder,16.0,3.0199999809265137,1.0,0.32,3.34,1.0,-2.02,0.38,0.23,794.48
24,55210.0,Nicolás Blandi,Squad Club Atlético San Lorenzo de Almagro,"Jan 13, 1990 (28)",28,right,Forward,9.0,3.0199999809265137,0.0,1.11,4.13,4.0,0.98,0.88,6.29,422.92
25,150346.0,Pablo Alvarenga,Squad Club Atlético San Martín (SJ),"Jun 22, 1988 (30)",30,-,Forward,33.0,3.009999990463257,0.0,1.58,4.59,3.0,-0.01,0.61,,682.37
26,163041.0,Alexander Barboza,Squad Club Social y Deportivo Defensa y Justicia,"Mar 16, 1995 (23)",23,left,Defender,6.0,2.9200000762939453,1.0,1.37,4.29,1.0,-1.92,0.35,2.86,1090.52
27,117606.0,Junior Arias,Squad Club Atlético Talleres,"May 17, 1993 (25)",25,right,Forward,9.0,2.7799999713897705,0.0,1.07,3.85,4.0,1.22,0.35,2.29,982.67
28,121341.0,Héctor Fértoli,Squad Club Atlético Newell's Old Boys,"Dec 3, 1994 (24)",24,right,Midfielder,26.0,2.5799999237060547,0.0,1.22,3.8,4.0,1.42,0.34,0.8,1019.45
29,39578.0,Lucas Gamba,Squad Club Atlético Huracán,"Jun 24, 1987 (31)",31,right,Forward,21.0,2.5799999237060547,1.0,1.71,4.29,5.0,2.42,0.42,2.01,915.42
30,55267.0,Fernando Gaibor,Squad Club Atlético Independiente,"Oct 8, 1991 (27)",27,right,Midfielder,10.0,2.549999952316284,2.0,0.48,3.03,2.0,-0.55,0.29,2.29,948.22
31,85311.0,Lucas Albertengo,Squad Club Estudiantes de La Plata,"Jan 30, 1991 (27)",27,right,Forward,7.0,2.430000066757202,0.0,0.29,2.72,1.0,-1.43,0.45,2.06,549.3
32,172801.0,Nahuel Bustos,Squad Club Atlético Talleres,"Jul 4, 1998 (20)",20,right,Forward,7.0,2.430000066757202,0.0,0.93,3.36,5.0,2.57,0.35,0.06,857.9
33,185745.0,Lucas Robertone,Squad Club Atlético Vélez Sarsfield,"Mar 18, 1997 (21)",21,right,Midfielder,16.0,2.3399999141693115,0.0,1.31,3.65,3.0,0.66,0.34,3.43,965.52
34,193168.0,Tomás Belmonte,Squad Club Atlético Lanús,"May 27, 1998 (20)",20,right,Midfielder,13.0,2.309999942779541,0.0,1.4,3.71,2.0,-0.31,0.26,0.46,1260.0
35,17090.0,Mauro Formica,Squad Club Atlético Newell's Old Boys,"Apr 4, 1988 (30)",30,right,Midfielder,33.0,2.309999942779541,0.0,0.77,3.08,1.0,-1.31,0.34,2.06,824.42
36,130207.0,Francisco Fydriszewski,Squad Club Atlético Newell's Old Boys,"Apr 13, 1993 (25)",25,both,Forward,9.0,2.2899999618530273,0.0,1.3,3.59,3.0,0.71,1.36,0.23,238.3
37,37152.0,Rubén Botta,Squad Club Atlético San Lorenzo de Almagro,"Jan 31, 1990 (28)",28,left,Midfielder,19.0,2.259999990463257,1.0,0.73,2.99,2.0,-0.26,0.31,2.86,878.1
38,167990.0,Luís Leal,Squad Club Atlético Newell's Old Boys,"May 29, 1987 (31)",31,right,Forward,7.0,2.25,0.0,1.61,3.86,1.0,-1.25,0.41,1.37,842.68
39,209887.0,Gastón Verón,Squad Asociación Atlética Argentinos Juniors,"Apr 23, 2001 (17)",17,right,Forward,16.0,2.2200000286102295,0.0,0.25,2.47,1.0,-1.22,0.39,,577.35
40,618.0,Mauro Zárate,Squad Club Atlético Boca Juniors,"Mar 18, 1987 (31)",31,right,Forward,19.0,2.2100000381469727,1.0,0.58,2.79,1.0,-1.21,0.37,2.29,674.9
41,77919.0,Gonzalo Martínez,Squad Club Atlético River Plate,"Jun 13, 1993 (25)",25,left,Midfielder,10.0,2.2100000381469727,2.0,0.31,2.52,2.0,-0.21,0.71,17.14,321.7
42,17135.0,Matías Suárez,Squad Club Atlético Belgrano,"May 9, 1988 (30)",30,both,Forward,10.0,2.180000066757202,0.0,1.32,3.5,2.0,-0.18,0.3,2.86,1034.2
43,89025.0,Fabián Noguera,Squad Club Estudiantes de La Plata,"Mar 20, 1993 (25)",25,right,Defender,18.0,2.1700000762939453,0.0,0.71,2.88,2.0,-0.17,0.25,0.69,1034.87
44,31807.0,Mauro Matos,Squad Club Atlético Tucumán,"Aug 6, 1982 (36)",36,right,Forward,18.0,2.1500000953674316,0.0,1.19,3.34,3.0,0.85,0.4,0.29,756.75
45,77944.0,Washington Camacho,Squad Club Atlético Rosario Central,"Apr 8, 1986 (32)",32,left,Midfielder,15.0,2.119999885559082,0.0,0.64,2.76,2.0,-0.12,0.25,0.57,976.53
46,44574.0,Marco Ruben,Squad Club Atlético Rosario Central,"Oct 26, 1986 (32)",32,right,Forward,9.0,2.109999895095825,0.0,0.63,2.74,0.0,-2.11,0.31,2.86,792.68
47,66503.0,Augusto Solari,Squad Racing Club,"Jan 3, 1992 (26)",26,right,Midfielder,18.0,2.109999895095825,0.0,1.56,3.67,3.0,0.89,0.43,4.0,773.95
48,144.0,Carlos Tevez,Squad Club Atlético Boca Juniors,"Feb 5, 1984 (34)",34,right,Forward,32.0,2.0899999141693115,0.0,1.45,3.54,3.0,0.91,0.49,2.86,651.87
49,99085.0,Lucas Acevedo,Squad Club Atlético San Martín (Tucumán),"Nov 8, 1991 (27)",27,right,Defender,2.0,2.009999990463257,0.0,0.99,3.0,2.0,-0.01,0.2,0.29,1350.0
50,177285.0,Matías Vargas,Squad Club Atlético Vélez Sarsfield,"May 8, 1997 (21)",21,right,Forward,26.0,1.940000057220459,1.0,0.47,2.41,2.0,0.06,0.19,10.29,1114.73
51,136659.0,Ángel González,Squad Club Deportivo Godoy Cruz Antonio Tomba,"May 16, 1994 (24)",24,right,Forward,8.0,1.940000057220459,0.0,0.87,2.81,5.0,3.06,0.28,2.86,913.78
52,95766.0,Adrián Balboa,Squad Club Atlético Belgrano,"Jan 19, 1994 (24)",24,right,Forward,11.0,1.9199999570846558,0.0,1.03,2.95,1.0,-0.92,0.44,0.86,605.65
53,84739.0,Braian Romero,Squad Club Atlético Independiente,"Jun 15, 1991 (27)",27,right,Forward,17.0,1.8899999856948853,0.0,0.69,2.58,3.0,1.11,0.6,2.86,389.75
54,186085.0,Matías Zaracho,Squad Racing Club,"Mar 10, 1998 (20)",20,right,Midfielder,28.0,1.8799999952316284,0.0,0.91,2.79,0.0,-1.88,0.3,4.0,828.37
55,71946.0,Franco Fragapane,Squad Club Atlético Unión (Santa Fe),"Jun 2, 1993 (25)",25,right,Midfielder,7.0,1.8200000524520874,0.0,0.6,2.42,2.0,0.18,0.21,1.14,1040.42
56,68341.0,Diego Zabala,Squad Club Atlético Unión (Santa Fe),"Sep 19, 1991 (27)",27,right,Midfielder,11.0,1.809999942779541,0.0,1.14,2.95,3.0,1.19,0.22,2.29,1220.97
57,43746.0,Edwin Cardona,Squad Club Atlético Boca Juniors,"Dec 8, 1992 (25)",25,right,Midfielder,10.0,1.7799999713897705,1.0,0.23,2.01,3.0,1.22,0.27,6.29,676.03
58,44918.0,Gabriel Carabajal,Squad Club Atlético Patronato de la Juventud Católica,"Dec 9, 1991 (26)",26,right,Midfielder,30.0,1.7699999809265137,0.0,1.11,2.88,1.0,-0.77,0.23,0.57,1112.48
59,1325.0,Martín Bravo,Squad Club Atlético San Martín (SJ),"Sep 19, 1986 (32)",32,left,Forward,23.0,1.7699999809265137,0.0,1.26,3.03,3.0,1.23,0.37,0.91,734.07
60,8513.0,Lautaro Acosta,Squad Club Atlético Lanús,"Mar 14, 1988 (30)",30,right,Forward,7.0,1.7599999904632568,0.0,0.67,2.43,1.0,-0.76,0.18,6.86,1223.97
61,184545.0,Jan Carlos Hurtado,Squad Club de Gimnasia y Esgrima La Plata,"Mar 5, 2000 (18)",18,right,Forward,17.0,1.7100000381469727,0.0,0.9,2.61,0.0,-1.71,0.71,0.4,332.6
62,29128.0,Denis Stracqualursi,Squad Club Atlético Aldosivi,"Oct 20, 1987 (31)",31,right,Forward,22.0,1.649999976158142,0.0,0.9,2.55,1.0,-0.65,0.43,0.57,533.33
63,119431.0,Matías Rojas,Squad Club Social y Deportivo Defensa y Justicia,"Nov 3, 1995 (23)",23,left,Midfielder,26.0,1.6399999856948853,0.0,0.66,2.3,6.0,4.36,0.24,0.34,875.52
64,72225.0,Andrés Chávez,Squad Club Atlético Huracán,"Mar 21, 1991 (27)",27,left,Forward,9.0,1.6299999952316284,0.0,0.48,2.11,2.0,0.37,0.26,2.86,739.2
65,214.0,Marcos Gelabert,Squad Club Atlético San Martín (SJ),"Sep 16, 1981 (37)",37,right,Midfielder,5.0,1.6299999952316284,0.0,0.77,2.4,2.0,0.37,0.22,0.11,1001.82
66,131511.0,Francisco Illarregui,Squad Asociación Atlética Argentinos Juniors,"May 6, 1997 (21)",21,-,Forward,27.0,1.6299999952316284,0.0,1.18,2.81,1.0,-0.63,0.65,0.17,386.5
67,103537.0,David Barbona,Squad Club Atlético Tucumán,"Feb 22, 1995 (23)",23,right,Midfielder,19.0,1.6200000047683716,0.0,0.69,2.31,2.0,0.38,0.33,2.29,624.3
68,70297.0,Juan Ramírez,Squad Club Atlético Talleres,"May 25, 1993 (25)",25,left,Midfielder,20.0,1.6100000143051147,1.0,0.28,1.89,1.0,-0.61,0.14,2.29,1174.6
69,8611.0,Diego Vera,Squad Club Atlético Tigre,"Jan 5, 1985 (33)",33,right,Forward,19.0,1.590000033378601,0.0,0.49,2.08,2.0,0.41,0.3,0.86,633.2
70,89135.0,Gabriel Ávalos,Squad Club Deportivo Godoy Cruz Antonio Tomba,"Oct 12, 1990 (28)",28,right,Forward,9.0,1.5399999618530273,0.0,0.61,2.15,2.0,0.46,1.05,0.23,184.28
71,189736.0,Alexis Mac Allister,Squad Asociación Atlética Argentinos Juniors,"Dec 24, 1998 (19)",19,right,Midfielder,10.0,1.5299999713897705,0.0,1.02,2.55,2.0,0.47,0.43,4.57,533.83
72,52937.0,Luciano Pons,Squad Club Atlético San Martín (Tucumán),"Apr 18, 1990 (28)",28,right,Forward,27.0,1.5299999713897705,0.0,0.8,2.33,2.0,0.47,0.44,,475.22
73,81291.0,Diego Mendoza,Squad Club Atlético Huracán,"Sep 30, 1992 (26)",26,right,Forward,16.0,1.5199999809265137,1.0,0.0,1.52,3.0,1.48,0.57,0.34,238.77
74,112671.0,Rafael Borré,Squad Club Atlético River Plate,"Sep 15, 1995 (23)",23,right,Forward,19.0,1.5199999809265137,0.0,0.12,1.64,2.0,0.48,0.33,3.43,446.5
75,118855.0,Nazareno Solís,Squad Club Atlético San Martín (SJ),"Apr 22, 1994 (24)",24,left,Forward,7.0,1.5,0.0,0.47,1.97,1.0,-0.5,0.3,0.69,597.05
76,97738.0,Emanuel Brítez,Squad Club Atlético Independiente,"Mar 26, 1992 (26)",26,right,Defender,23.0,1.5,0.0,0.88,2.38,1.0,-0.5,0.23,1.14,928.82
77,19754.0,Enzo Kalinski,Squad Club Atlético Banfield,"Mar 10, 1987 (31)",31,right,Midfielder,23.0,1.4600000381469727,0.0,0.88,2.34,2.0,0.54,0.19,0.91,1114.98
78,17271.0,Diego Morales,Squad Club Atlético Tigre,"Nov 29, 1986 (32)",32,right,Midfielder,11.0,1.4299999475479126,0.0,0.85,2.28,1.0,-0.43,0.22,0.86,921.98
79,81286.0,Guillermo Fernández,Squad Racing Club,"Oct 11, 1991 (27)",27,right,Midfielder,8.0,1.4299999475479126,0.0,0.97,2.4,3.0,1.57,0.21,4.57,1035.43
80,175369.0,Franco Troyansky,Squad Club Atlético Unión (Santa Fe),"Jun 3, 1997 (21)",21,left,Forward,22.0,1.4299999475479126,0.0,1.02,2.45,1.0,-0.43,0.37,1.44,590.58
81,121814.0,Leonardo Heredia,Squad Club Atlético Colón,"Jan 11, 1996 (22)",22,right,Midfielder,21.0,1.409999966621399,0.0,0.63,2.04,4.0,2.59,0.22,0.06,845.87
82,68605.0,Lucas Menossi,Squad Club Atlético Tigre,"Jul 20, 1992 (26)",26,right,Midfielder,5.0,1.399999976158142,0.0,0.54,1.94,3.0,1.6,0.16,1.71,1098.88
83,16278.0,Renzo Vera,Squad Club Atlético Patronato de la Juventud Católica,"Jun 1, 1983 (35)",35,right,Defender,33.0,1.399999976158142,1.0,0.25,1.65,1.0,-0.4,0.16,0.2,928.52
84,46638.0,Claudio Mosca,Squad Club Atlético San Martín (SJ),"Apr 2, 1991 (27)",27,left,Midfielder,10.0,1.3799999952316284,0.0,0.11,1.49,0.0,-1.38,0.12,0.69,1146.3
85,42505.0,Jhonathan Ramis,Squad Club Atlético Vélez Sarsfield,"Nov 6, 1989 (29)",29,right,Forward,11.0,1.3700000047683716,0.0,0.54,1.91,1.0,-0.37,0.31,0.8,555.25
86,28146.0,Rolando García Guerreño,Squad Club Atlético Lanús,"Feb 10, 1990 (28)",28,right,Defender,23.0,1.3700000047683716,0.0,0.51,1.88,0.0,-1.37,0.19,1.71,904.55
87,172730.0,Nicolás Leguizamón,Squad Club Atlético Colón,"Jan 26, 1995 (23)",23,right,Forward,9.0,1.350000023841858,0.0,0.96,2.31,0.0,-1.35,0.49,1.71,420.22
88,172675.0,Luciano Gómez,Squad Club Atlético Banfield,"Mar 22, 1996 (22)",22,right,Midfielder,24.0,1.350000023841858,0.0,0.2,1.55,1.0,-0.35,0.16,0.34,892.8
89,54702.0,Rodrigo Mora,Squad Club Atlético River Plate,"Oct 29, 1987 (31)",31,right,Forward,7.0,1.340000033378601,0.0,0.7,2.04,2.0,0.66,0.53,2.01,348.97
90,172756.0,Agustín Bouzat,Squad Club Atlético Vélez Sarsfield,"Mar 28, 1994 (24)",24,left,Forward,10.0,1.3300000429153442,0.0,0.66,1.99,0.0,-1.33,0.17,2.01,1053.38
91,116885.0,Marcelino Moreno,Squad Club Atlético Lanús,"Jun 25, 1995 (23)",23,right,Midfielder,25.0,1.3200000524520874,0.0,0.59,1.91,0.0,-1.32,0.19,1.14,928.57
92,33777.0,Fabricio Fontanini,Squad Club Atlético Newell's Old Boys,"Mar 30, 1990 (28)",28,right,Defender,24.0,1.2999999523162842,0.0,0.2,1.5,2.0,0.7,0.11,0.69,1260.0
93,94725.0,Horacio Tijanovich,Squad Club de Gimnasia y Esgrima La Plata,"Feb 28, 1996 (22)",22,right,Midfielder,11.0,1.2999999523162842,0.0,0.72,2.02,0.0,-1.3,0.22,0.57,834.62
94,30012.0,Rodrigo Salinas,Squad Club Atlético Vélez Sarsfield,"Jun 4, 1986 (32)",32,right,Forward,9.0,1.2799999713897705,0.0,0.27,1.55,2.0,0.72,0.49,0.46,286.95
95,29345.0,Fernando Telechea,Squad Club Atlético Aldosivi,"Oct 6, 1981 (37)",37,right,Forward,9.0,1.2799999713897705,0.0,0.74,2.02,0.0,-1.28,0.41,0.23,444.2
96,179961.0,Gonzalo Maroni,Squad Club Atlético Talleres,"Mar 18, 1999 (19)",19,right,Midfielder,10.0,1.2799999713897705,0.0,0.13,1.41,2.0,0.72,0.16,0.86,816.38
97,58422.0,Diego Viera,Squad Club Deportivo Godoy Cruz Antonio Tomba,"Apr 30, 1991 (27)",27,right,Defender,5.0,1.2699999809265137,1.0,0.14,1.41,1.0,-0.27,0.1,1.71,1260.0
98,40397.0,Matías Pisano,Squad Club Atlético Aldosivi,"Dec 13, 1991 (26)",26,left,Midfielder,10.0,1.25,0.0,0.62,1.87,3.0,1.75,0.19,1.44,894.13
99,175890.0,Kevin Mac Allister,Squad Asociación Atlética Argentinos Juniors,"Nov 7, 1997 (21)",21,right,Defender,4.0,1.25,0.0,0.97,2.22,0.0,-1.25,0.27,1.71,735.25
100,77892.0,Joel Amoroso,Squad Club Atlético Newell's Old Boys,"Jan 8, 1988 (30)",30,right,Midfielder,15.0,1.2400000095367432,0.0,0.54,1.78,0.0,-1.24,0.22,0.46,719.62
101,185878.0,Juan Brunetta,Squad Club Atlético Belgrano,"May 12, 1997 (21)",21,left,Midfielder,17.0,1.2400000095367432,0.0,0.48,1.72,1.0,-0.24,0.21,1.44,736.43
102,199230.0,Ignacio Huguenet,Squad Club Social y Deportivo Defensa y Justicia,"May 5, 1998 (20)",20,right,Forward,30.0,1.2400000095367432,0.0,0.82,2.06,0.0,-1.24,0.42,,444.9
103,28126.0,Lucas Pratto,Squad Club Atlético River Plate,"Jun 4, 1988 (30)",30,right,Forward,27.0,1.2300000190734863,0.0,0.57,1.8,0.0,-1.23,0.22,6.86,723.43
104,61919.0,Alberto Costa,Squad Club Atlético San Martín (Tucumán),"Jan 9, 1985 (33)",33,left,Midfielder,8.0,1.2100000381469727,0.0,0.21,1.42,3.0,1.79,0.21,0.57,622.27
105,37080.0,Leonardo Sigali,Squad Racing Club,"May 29, 1987 (31)",31,right,Defender,30.0,1.2000000476837158,0.0,0.2,1.4,0.0,-1.2,0.11,3.43,1182.62
106,3116.0,Carlos Luna,Squad Club Atlético Tigre,"Jan 17, 1982 (36)",36,right,Forward,7.0,1.190000057220459,0.0,0.4,1.59,1.0,-0.19,0.92,0.34,155.38
107,122082.0,Franco Cristaldo,Squad Club Atlético San Martín (SJ),"Aug 15, 1996 (22)",22,right,Midfielder,32.0,1.1799999475479126,0.0,0.96,2.14,0.0,-1.18,0.35,0.46,555.13
108,166900.0,Nicolás De La Cruz,Squad Club Atlético River Plate,"Jun 1, 1997 (21)",21,right,Midfielder,11.0,1.1699999570846558,0.0,0.72,1.89,1.0,-0.17,0.5,4.57,341.83
109,49584.0,Gervasio Núñez,Squad Club Atlético Tucumán,"Jan 29, 1988 (30)",30,left,Midfielder,10.0,1.159999966621399,0.0,0.32,1.48,0.0,-1.16,0.2,1.14,682.8
110,215760.0,Matías Pellegrini,Squad Club Estudiantes de La Plata,"Mar 11, 2000 (18)",18,left,Forward,8.0,1.1399999856948853,0.0,0.35,1.49,2.0,0.86,0.21,,652.45
111,193955.0,Nicolás Domínguez,Squad Club Atlético Vélez Sarsfield,"Jun 28, 1998 (20)",20,right,Midfielder,28.0,1.1399999856948853,0.0,0.21,1.35,2.0,0.86,0.1,4.57,1224.6
112,16271.0,Alexis Niz,Squad Club Atlético Tigre,"May 17, 1988 (30)",30,right,Defender,4.0,1.1399999856948853,0.0,0.5,1.64,0.0,-1.14,0.33,0.34,446.83
113,199203.0,Francisco Apaolaza,Squad Club Estudiantes de La Plata,"Jun 19, 1997 (21)",21,right,Forward,19.0,1.1299999952316284,0.0,0.0,1.13,1.0,-0.13,0.16,0.17,624.37
114,85349.0,Juan Ignacio Cavallaro,Squad Club Atlético Tigre,"Jun 28, 1994 (24)",24,right,Forward,15.0,1.1200000047683716,0.0,0.21,1.33,2.0,0.88,0.23,1.44,515.98
115,147570.0,Tomás Cardona,Squad Club Deportivo Godoy Cruz Antonio Tomba,"Oct 10, 1995 (23)",23,left,Defender,6.0,1.1200000047683716,0.0,0.27,1.39,1.0,-0.12,0.1,3.43,1260.0
116,17376.0,Jonathan Sandoval,Squad Asociación Atlética Argentinos Juniors,"Jun 25, 1987 (31)",31,right,Defender,15.0,1.1100000143051147,0.0,0.66,1.77,0.0,-1.11,0.15,0.34,1069.78
117,1692.0,Mariano González,Squad Club Atlético Colón,"May 5, 1981 (37)",37,right,Midfielder,15.0,1.1100000143051147,0.0,1.01,2.12,0.0,-1.11,0.51,0.17,375.63
118,19622.0,Marcelo Estigarribia,Squad Club Atlético Colón,"Sep 21, 1987 (31)",31,left,Midfielder,28.0,1.1100000143051147,0.0,0.35,1.46,1.0,-0.11,0.11,1.14,1152.07
119,70402.0,,Squad Club Atlético Banfield,"Jan 24, 1990 (28)",28,right,Forward,34.0,1.100000023841858,0.0,0.28,1.38,0.0,-1.1,0.13,0.31,938.73
120,8904.0,Silvio Romero,Squad Club Atlético Independiente,"Jul 22, 1988 (30)",30,right,Midfielder,18.0,1.090000033378601,0.0,0.66,1.75,2.0,0.91,0.26,4.0,614.67
121,65598.0,Lorenzo Faravelli,Squad Club de Gimnasia y Esgrima La Plata,"Mar 29, 1993 (25)",25,right,Midfielder,8.0,1.090000033378601,0.0,0.26,1.35,1.0,-0.09,0.14,0.91,856.47
122,63200.0,Ezequiel Rescaldani,Squad Club Atlético Patronato de la Juventud Católica,"Jun 11, 1992 (26)",26,right,Forward,29.0,1.090000033378601,0.0,0.78,1.87,0.0,-1.09,0.35,0.57,476.05
123,69105.0,Miguel Araujo,Squad Club Atlético Talleres,"Oct 24, 1994 (24)",24,right,Defender,4.0,1.090000033378601,0.0,0.42,1.51,0.0,-1.09,0.18,0.57,765.0
124,85272.0,Rodrigo Aliendro,Squad Club Atlético Tucumán,"Feb 16, 1991 (27)",27,right,Midfielder,29.0,1.0800000429153442,0.0,0.35,1.43,4.0,2.92,0.13,0.86,1026.72
125,99008.0,Andrés Roa,Squad Club Atlético Huracán,"Apr 17, 1993 (25)",25,right,Midfielder,10.0,1.0700000524520874,0.0,0.41,1.48,3.0,1.93,0.21,0.34,624.67
126,52684.0,Carlos Auzqui,Squad Club Atlético Huracán,"Sep 18, 1991 (27)",27,right,Forward,11.0,1.059999942779541,0.0,0.74,1.8,1.0,-0.06,0.24,2.29,669.57
127,16283.0,Ignacio Canuto,Squad Club Atlético Tigre,"Feb 20, 1986 (32)",32,right,Defender,6.0,1.0399999618530273,0.0,0.79,1.83,0.0,-1.04,0.14,0.4,1170.0
128,31207.0,Damián Martínez,Squad Club Atlético Unión (Santa Fe),"Jan 31, 1990 (28)",28,right,Defender,4.0,1.0299999713897705,0.0,0.63,1.66,2.0,0.97,0.13,0.46,1170.0
129,70512.0,Matías García,Squad Club Atlético San Martín (Tucumán),"Oct 22, 1991 (27)",27,left,Midfielder,10.0,1.0299999713897705,0.0,0.34,1.37,1.0,-0.03,0.09,0.2,1350.0
130,172760.0,Lisandro Martínez,Squad Club Social y Deportivo Defensa y Justicia,"Jan 18, 1998 (20)",20,left,Defender,24.0,1.0299999713897705,0.0,0.7,1.73,2.0,0.97,0.13,2.29,1211.43
131,49043.0,Raúl Bobadilla,Squad Asociación Atlética Argentinos Juniors,"Jun 18, 1987 (31)",31,right,Forward,25.0,1.0199999809265137,0.0,0.16,1.18,0.0,-1.02,0.16,2.01,651.82
132,64709.0,Matías Garrido,Squad Club Atlético Patronato de la Juventud Católica,"Feb 2, 1986 (32)",32,right,Midfielder,10.0,1.0199999809265137,0.0,0.13,1.15,1.0,-0.02,0.27,0.23,378.17
133,158998.0,Jalil Elías,Squad Club Deportivo Godoy Cruz Antonio Tomba,"Apr 25, 1996 (22)",22,right,Midfielder,10.0,1.0199999809265137,0.0,0.75,1.77,0.0,-1.02,0.13,0.97,1235.27
